,event,selector,timestamp,page_url_current,actualUser,device_info,component
33,Click,,2022-07-26 03:49:00,,33,3,Quaderno
34,Click,,2023-09-07 02:30:00,,34,0,Rubrica
35,Click,,2020-12-13 14:26:00,,35,0,Education
36,Click,,2020-04-23 09:10:00,,36,4,Prezzi
37,Click,,2022-08-05 15:28:00,,37,2,Previsionimeteo
38,Click,,2022-06-03 09:02:00,,38,0,Magazzino
39,Click,,2022-11-02 15:09:00,,39,1,Quaderno
40,Click,,2020-07-07 06:40:00,,40,2,Rubrica
41,Click,,2020-05-02 14:22:00,,41,5,Education
42,Click,,2020-01-03 21:03:00,,42,4,Prezzi
43,Click,,2021-04-16 02:04:00,,43,5,Previsionimeteo
44,Click,,2022-02-20 05:24:00,,44,4,Magazzino
45,Click,,2021-04-17 20:28:00,,45,1,Quaderno
46,Click,,2022-04-22 00:55:00,,46,2,Rubrica
47,Click,,2023-05-23 00:27:00,,47,0,Education
48,Click,,2022-06-07 06:48:00,,48,5,Prezzi
49,Click,,2023-07-14 21:28:00,,49,2,Previsionimeteo
50,Click,,2021-09-23 23:46:00,,0,2,Prezzi
51,Click,,2022-11-21 19:42:00,,1,5,Previsionimeteo
52,Click,,2020-02-05 05:33:00,,2,2,Magazzino
53,Click,,2020-03-07 19:09:00,,3,4,Quaderno
54,Click,,2022-10-01 18:05:00,,4,0,Rubrica
55,Click,,2020-10-08 05:05:00,,5,3,Education
56,Click,,2021-02-15 20:19:00,,6,4,Prezzi
57,Click,,2020-06-15 19:50:00,,7,3,Previsionimeteo
58,Click,,2021-07-08 00:21:00,,8,1,Magazzino
59,Click,,2023-09-14 13:53:00,,9,1,Quaderno
60,Click,,2022-10-25 15:35:00,,10,4,Rubrica
61,Click,,2021-09-11 00:50:00,,11,1,Education
62,Click,,2023-01-14 07:49:00,,12,5,Prezzi
63,Click,,2023-04-02 09:44:00,,13,3,Previsionimeteo
64,Click,,2023-01-15 03:06:00,,14,5,Magazzino
65,Click,,2022-05-10 14:42:00,,15,0,Quaderno
66,Click,,2023-01-17 02:00:00,,16,0,Rubrica
67,Click,,2023-12-16 17:41:00,,17,0,Education
68,Click,,2023-08-06 03:39:00,,18,3,Prezzi
69,Click,,2023-04-22 08:53:00,,19,4,Previsionimeteo
70,Click,,2022-09-20 05:03:00,,20,3,Magazzino
71,Click,,2021-08-24 00:41:00,,21,4,Quaderno
72,Click,,2021-05-24 22:19:00,,22,5,Rubrica
73,Click,,2022-11-05 18:15:00,,23,0,Education
74,Click,,2021-12-18 06:42:00,,24,4,Prezzi
75,Click,,2023-10-23 06:02:00,,25,3,Previsionimeteo
76,Click,,2023-04-23 01:57:00,,26,1,Magazzino
77,Click,,2022-09-17 09:35:00,,27,1,Quaderno
78,Click,,2023-08-20 09:17:00,,28,5,Rubrica
79,Click,,2023-05-24 16:31:00,,29,4,Education
80,Click,,2020-03-19 20:07:00,,30,5,Prezzi
81,Click,,2023-04-11 12:05:00,,31,3,Previsionimeteo
82,Click,,2022-09-02 14:16:00,,32,1,Magazzino
83,Click,,2022-09-11 15:09:00,,33,3,Quaderno
84,Click,,2023-04-12 07:51:00,,34,0,Rubrica
85,Click,,2022-03-27 01:31:00,,35,0,Education
86,Click,,2023-02-25 21:40:00,,36,4,Prezzi
87,Click,,2021-08-09 17:55:00,,37,2,Previsionimeteo
88,Click,,2021-08-23 07:20:00,,38,0,Magazzino
89,Click,,2021-02-09 11:40:00,,39,1,Quaderno
90,Click,,2020-11-23 10:46:00,,40,2,Rubrica
91,Click,,2023-11-23 21:54:00,,41,5,Education
92,Click,,2021-02-21 06:53:00,,42,4,Prezzi
93,Click,,2023-12-07 17:11:00,,43,5,Previsionimeteo
94,Click,,2022-01-05 05:02:00,,44,4,Magazzino
95,Click,,2023-08-14 01:39:00,,45,1,Quaderno
96,Click,,2023-06-16 22:17:00,,46,2,Rubrica
97,Click,,2023-04-19 00:48:00,,47,0,Education
98,Click,,2021-12-08 23:03:00,,48,5,Prezzi
99,Click,,2022-07-08 19:12:00,,49,2,Previsionimeteo
100,Click,,2023-09-08 11:08:00,,0,2,Prezzi
101,Click,,2022-09-04 00:25:00,,1,5,Previsionimeteo
102,Click,,2023-07-01 21:38:00,,2,2,Magazzino
103,Click,,2020-02-08 20:49:00,,3,4,Quaderno
104,Click,,2020-12-22 07:03:00,,4,0,Rubrica
105,Click,,2020-04-16 13:03:00,,5,3,Education
106,Click,,2020-09-27 01:38:00,,6,4,Prezzi
107,Click,,2020-05-07 16:15:00,,7,3,Previsionimeteo
108,Click,,2022-01-10 10:13:00,,8,1,Magazzino
109,Click,,2021-02-05 18:09:00,,9,1,Quaderno
110,Click,,2023-06-18 19:06:00,,10,4,Rubrica
111,Click,,2021-02-08 10:48:00,,11,1,Education
112,Click,,2021-05-08 13:58:00,,12,5,Prezzi
113,Click,,2022-10-14 18:25:00,,13,3,Previsionimeteo
114,Click,,2021-05-03 17:49:00,,14,5,Magazzino
115,Click,,2021-12-25 14:57:00,,15,0,Quaderno
116,Click,,2022-09-16 23:08:00,,16,0,Rubrica
117,Click,,2021-02-21 20:49:00,,17,0,Education
118,Click,,2020-07-17 11:10:00,,18,3,Prezzi
119,Click,,2020-06-07 10:47:00,,19,4,Previsionimeteo
120,Click,,2020-07-09 05:40:00,,20,3,Magazzino
121,Click,,2023-10-11 02:29:00,,21,4,Quaderno
122,Click,,2021-12-04 11:45:00,,22,5,Rubrica
123,Click,,2022-09-27 01:54:00,,23,0,Education
124,Click,,2022-04-07 02:26:00,,24,4,Prezzi
125,Click,,2023-01-26 10:56:00,,25,3,Previsionimeteo
126,Click,,2020-06-02 13:42:00,,26,1,Magazzino
127,Click,,2021-06-08 22:19:00,,27,1,Quaderno
128,Click,,2021-10-23 02:34:00,,28,5,Rubrica
129,Click,,2020-02-20 08:09:00,,29,4,Education
130,Click,,2020-07-03 03:11:00,,30,5,Prezzi
131,Click,,2020-03-20 09:08:00,,31,3,Previsionimeteo
132,Click,,2020-03-10 08:28:00,,32,1,Magazzino
133,Click,,2020-06-15 09:41:00,,33,3,Quaderno
134,Click,,2022-07-24 17:29:00,,34,0,Rubrica
135,Click,,2021-08-11 07:43:00,,35,0,Education
136,Click,,2021-11-02 23:40:00,,36,4,Prezzi
137,Click,,2022-09-11 05:19:00,,37,2,Previsionimeteo
138,Click,,2022-11-23 06:39:00,,38,0,Magazzino
139,Click,,2020-11-14 00:01:00,,39,1,Quaderno
140,Click,,2023-11-20 06:15:00,,40,2,Rubrica
141,Click,,2023-03-23 16:17:00,,41,5,Education
142,Click,,2021-04-04 16:19:00,,42,4,Prezzi
143,Click,,2020-07-02 03:38:00,,43,5,Previsionimeteo
144,Click,,2022-11-08 04:21:00,,44,4,Magazzino
145,Click,,2022-07-11 14:59:00,,45,1,Quaderno
146,Click,,2020-11-15 03:23:00,,46,2,Rubrica
147,Click,,2022-07-07 20:11:00,,47,0,Education
148,Click,,2022-04-02 12:50:00,,48,5,Prezzi
149,Click,,2020-04-24 15:57:00,,49,2,Previsionimeteo
150,Click,,2022-07-18 12:54:00,,0,2,Prezzi
151,Click,,2021-11-06 03:21:00,,1,5,Previsionimeteo
152,Click,,2021-04-12 17:29:00,,2,2,Magazzino
153,Click,,2020-01-01 23:28:00,,3,4,Quaderno
154,Click,,2021-01-15 20:22:00,,4,0,Rubrica
155,Click,,2022-03-07 09:55:00,,5,3,Education
156,Click,,2023-05-17 21:42:00,,6,4,Prezzi
157,Click,,2023-06-27 12:43:00,,7,3,Previsionimeteo
158,Click,,2021-06-12 02:13:00,,8,1,Magazzino
159,Click,,2021-05-24 00:24:00,,9,1,Quaderno
160,Click,,2021-11-27 18:28:00,,10,4,Rubrica
161,Click,,2021-11-02 02:25:00,,11,1,Education
162,Click,,2021-05-25 14:53:00,,12,5,Prezzi
163,Click,,2021-09-14 00:14:00,,13,3,Previsionimeteo
164,Click,,2021-09-07 11:54:00,,14,5,Magazzino
165,Click,,2021-12-22 10:51:00,,15,0,Quaderno
166,Click,,2023-05-20 07:39:00,,16,0,Rubrica
167,Click,,2021-04-16 11:12:00,,17,0,Education
168,Click,,2022-06-17 13:17:00,,18,3,Prezzi
169,Click,,2023-10-11 14:06:00,,19,4,Previsionimeteo
170,Click,,2023-03-15 16:54:00,,20,3,Magazzino
171,Click,,2022-03-16 00:09:00,,21,4,Quaderno
172,Click,,2022-04-19 12:45:00,,22,5,Rubrica
173,Click,,2020-08-03 13:23:00,,23,0,Education
174,Click,,2020-01-01 23:12:00,,24,4,Prezzi
175,Click,,2022-06-09 13:55:00,,25,3,Previsionimeteo
176,Click,,2020-12-06 07:06:00,,26,1,Magazzino
177,Click,,2021-05-12 14:31:00,,27,1,Quaderno
178,Click,,2021-07-20 14:14:00,,28,5,Rubrica
179,Click,,2023-03-08 08:37:00,,29,4,Education
180,Click,,2022-01-15 05:05:00,,30,5,Prezzi
181,Click,,2020-07-01 16:18:00,,31,3,Previsionimeteo
182,Click,,2022-02-25 06:45:00,,32,1,Magazzino
183,Click,,2023-12-15 07:12:00,,33,3,Quaderno
184,Click,,2021-01-12 14:48:00,,34,0,Rubrica
185,Click,,2021-02-01 17:53:00,,35,0,Education
186,Click,,2021-01-09 21:56:00,,36,4,Prezzi
187,Click,,2022-08-16 10:44:00,,37,2,Previsionimeteo
188,Click,,2023-10-24 06:40:00,,38,0,Magazzino
189,Click,,2023-07-10 17:16:00,,39,1,Quaderno
190,Click,,2021-07-24 02:54:00,,40,2,Rubrica
191,Click,,2022-02-07 18:30:00,,41,5,Education
192,Click,,2021-02-02 16:42:00,,42,4,Prezzi
193,Click,,2020-03-24 17:58:00,,43,5,Previsionimeteo
194,Click,,2022-05-14 15:45:00,,44,4,Magazzino
195,Click,,2020-07-03 15:21:00,,45,1,Quaderno
196,Click,,2021-10-15 23:38:00,,46,2,Rubrica
197,Click,,2021-05-19 23:48:00,,47,0,Education
198,Click,,2023-02-01 23:24:00,,48,5,Prezzi
199,Click,,2023-04-07 23:38:00,,49,2,Previsionimeteo
200,Click,,2023-08-10 19:22:00,,0,2,Prezzi
201,Click,,2022-06-20 17:56:00,,1,5,Previsionimeteo
202,Click,,2020-08-05 17:51:00,,2,2,Magazzino
203,Click,,2021-01-03 12:15:00,,3,4,Quaderno
204,Click,,2022-07-11 19:55:00,,4,0,Rubrica
205,Click,,2020-09-09 22:42:00,,5,3,Education
206,Click,,2022-03-07 11:56:00,,6,4,Prezzi
207,Click,,2023-05-27 14:41:00,,7,3,Previsionimeteo
208,Click,,2023-06-09 03:04:00,,8,1,Magazzino
209,Click,,2022-02-04 21:27:00,,9,1,Quaderno
210,Click,,2020-01-13 06:21:00,,10,4,Rubrica
211,Click,,2021-09-10 18:25:00,,11,1,Education
212,Click,,2021-04-06 05:27:00,,12,5,Prezzi
213,Click,,2023-12-08 06:42:00,,13,3,Previsionimeteo
214,Click,,2020-07-01 10:27:00,,14,5,Magazzino
215,Click,,2022-05-26 07:06:00,,15,0,Quaderno
216,Click,,2021-04-15 09:00:00,,16,0,Rubrica
217,Click,,2022-02-01 04:15:00,,17,0,Education
218,Click,,2020-04-02 07:13:00,,18,3,Prezzi
219,Click,,2021-05-09 01:47:00,,19,4,Previsionimeteo
220,Click,,2021-01-04 22:48:00,,20,3,Magazzino
221,Click,,2021-10-16 03:24:00,,21,4,Quaderno
222,Click,,2020-08-10 03:14:00,,22,5,Rubrica
223,Click,,2022-10-23 13:16:00,,23,0,Education
224,Click,,2022-02-26 20:05:00,,24,4,Prezzi
225,Click,,2020-03-19 10:22:00,,25,3,Previsionimeteo
226,Click,,2022-08-22 07:52:00,,26,1,Magazzino
227,Click,,2021-06-21 06:09:00,,27,1,Quaderno
228,Click,,2021-12-24 05:12:00,,28,5,Rubrica
229,Click,,2023-06-17 22:25:00,,29,4,Education
230,Click,,2020-06-04 18:36:00,,30,5,Prezzi
231,Click,,2021-09-27 03:55:00,,31,3,Previsionimeteo
232,Click,,2020-05-04 17:15:00,,32,1,Magazzino
233,Click,,2020-10-15 15:19:00,,33,3,Quaderno
234,Click,,2020-08-04 12:53:00,,34,0,Rubrica
235,Click,,2021-07-18 18:11:00,,35,0,Education
236,Click,,2021-10-27 22:40:00,,36,4,Prezzi
237,Click,,2023-06-01 16:25:00,,37,2,Previsionimeteo
238,Click,,2020-12-09 20:30:00,,38,0,Magazzino
239,Click,,2022-04-10 23:40:00,,39,1,Quaderno
240,Click,,2023-04-02 16:31:00,,40,2,Rubrica
241,Click,,2021-09-27 07:48:00,,41,5,Education
242,Click,,2020-09-10 17:43:00,,42,4,Prezzi
243,Click,,2023-03-03 21:21:00,,43,5,Previsionimeteo
244,Click,,2022-02-07 04:13:00,,44,4,Magazzino
245,Click,,2020-05-02 17:59:00,,45,1,Quaderno
246,Click,,2022-03-24 17:56:00,,46,2,Rubrica
247,Click,,2022-03-09 02:17:00,,47,0,Education
248,Click,,2023-10-11 02:47:00,,48,5,Prezzi
249,Click,,2023-12-03 07:18:00,,49,2,Previsionimeteo
250,Click,,2023-01-15 01:37:00,,0,2,Prezzi
251,Click,,2021-05-06 06:15:00,,1,5,Previsionimeteo
252,Click,,2022-11-12 15:15:00,,2,2,Magazzino
253,Click,,2021-06-22 09:30:00,,3,4,Quaderno
254,Click,,2021-09-19 03:49:00,,4,0,Rubrica
255,Click,,2022-05-09 08:56:00,,5,3,Education
256,Click,,2022-11-27 00:51:00,,6,4,Prezzi
257,Click,,2022-04-02 21:33:00,,7,3,Previsionimeteo
258,Click,,2021-04-08 21:48:00,,8,1,Magazzino
259,Click,,2020-04-02 05:52:00,,9,1,Quaderno
260,Click,,2021-11-17 09:32:00,,10,4,Rubrica
261,Click,,2022-12-02 15:59:00,,11,1,Education
262,Click,,2020-08-05 05:37:00,,12,5,Prezzi
263,Click,,2023-09-21 03:09:00,,13,3,Previsionimeteo
264,Click,,2020-05-11 17:11:00,,14,5,Magazzino
265,Click,,2021-07-24 16:44:00,,15,0,Quaderno
266,Click,,2020-02-25 23:04:00,,16,0,Rubrica
267,Click,,2020-12-04 19:43:00,,17,0,Education
268,Click,,2021-11-05 10:45:00,,18,3,Prezzi
269,Click,,2022-03-21 01:35:00,,19,4,Previsionimeteo
270,Click,,2023-04-04 09:01:00,,20,3,Magazzino
271,Click,,2023-05-09 23:34:00,,21,4,Quaderno
272,Click,,2022-11-11 07:31:00,,22,5,Rubrica
273,Click,,2022-03-26 22:14:00,,23,0,Education
274,Click,,2023-10-09 19:09:00,,24,4,Prezzi
275,Click,,2022-07-05 05:10:00,,25,3,Previsionimeteo
276,Click,,2021-02-02 02:06:00,,26,1,Magazzino
277,Click,,2022-08-05 20:47:00,,27,1,Quaderno
278,Click,,2021-05-23 01:23:00,,28,5,Rubrica
279,Click,,2021-10-02 19:13:00,,29,4,Education
280,Click,,2022-09-14 22:24:00,,30,5,Prezzi
281,Click,,2020-08-20 15:50:00,,31,3,Previsionimeteo
282,Click,,2022-06-06 09:24:00,,32,1,Magazzino
283,Click,,2020-03-26 02:19:00,,33,3,Quaderno
284,Click,,2023-10-17 08:10:00,,34,0,Rubrica
285,Click,,2020-10-27 22:12:00,,35,0,Education
286,Click,,2023-06-05 01:49:00,,36,4,Prezzi
287,Click,,2020-01-23 04:01:00,,37,2,Previsionimeteo
288,Click,,2023-08-27 07:16:00,,38,0,Magazzino
289,Click,,2020-05-07 13:03:00,,39,1,Quaderno
290,Click,,2021-01-22 03:45:00,,40,2,Rubrica
291,Click,,2023-04-18 00:04:00,,41,5,Education
292,Click,,2023-01-05 05:38:00,,42,4,Prezzi
293,Click,,2021-11-24 22:24:00,,43,5,Previsionimeteo
294,Click,,2021-11-05 22:30:00,,44,4,Magazzino
295,Click,,2021-03-23 11:25:00,,45,1,Quaderno
296,Click,,2022-03-27 05:19:00,,46,2,Rubrica
297,Click,,2022-02-22 05:45:00,,47,0,Education
298,Click,,2022-06-11 21:55:00,,48,5,Prezzi
299,Click,,2021-01-25 12:03:00,,49,2,Previsionimeteo
300,Click,,2021-01-22 23:18:00,,0,2,Prezzi
301,Click,,2023-01-22 15:09:00,,1,5,Previsionimeteo
302,Click,,2021-10-08 20:22:00,,2,2,Magazzino
303,Click,,2020-02-10 02:55:00,,3,4,Quaderno
304,Click,,2020-12-20 13:46:00,,4,0,Rubrica
305,Click,,2020-10-11 09:40:00,,5,3,Education
306,Click,,2023-10-06 17:19:00,,6,4,Prezzi
307,Click,,2023-04-11 21:04:00,,7,3,Previsionimeteo
308,Click,,2022-06-05 09:49:00,,8,1,Magazzino
309,Click,,2023-10-26 18:40:00,,9,1,Quaderno
310,Click,,2023-01-17 13:47:00,,10,4,Rubrica
311,Click,,2023-06-02 16:51:00,,11,1,Education
312,Click,,2022-11-21 14:50:00,,12,5,Prezzi
313,Click,,2022-04-19 05:30:00,,13,3,Previsionimeteo
314,Click,,2023-03-10 00:02:00,,14,5,Magazzino
315,Click,,2022-05-20 21:33:00,,15,0,Quaderno
316,Click,,2022-03-20 03:59:00,,16,0,Rubrica
317,Click,,2023-03-20 12:40:00,,17,0,Education
318,Click,,2022-11-07 11:40:00,,18,3,Prezzi
319,Click,,2020-09-08 11:33:00,,19,4,Previsionimeteo
320,Click,,2020-05-23 16:31:00,,20,3,Magazzino
321,Click,,2021-09-12 00:17:00,,21,4,Quaderno
322,Click,,2023-12-22 04:57:00,,22,5,Rubrica
323,Click,,2022-06-13 07:40:00,,23,0,Education
324,Click,,2023-03-13 02:15:00,,24,4,Prezzi
325,Click,,2022-04-08 11:16:00,,25,3,Previsionimeteo
326,Click,,2021-08-04 08:56:00,,26,1,Magazzino
327,Click,,2021-11-15 03:29:00,,27,1,Quaderno
328,Click,,2020-11-21 18:36:00,,28,5,Rubrica
329,Click,,2023-10-25 17:41:00,,29,4,Education
330,Click,,2023-02-27 09:41:00,,30,5,Prezzi
331,Click,,2023-01-14 04:26:00,,31,3,Previsionimeteo
332,Click,,2020-04-01 06:25:00,,32,1,Magazzino
333,Click,,2021-08-05 14:35:00,,33,3,Quaderno
334,Click,,2021-08-11 01:26:00,,34,0,Rubrica
335,Click,,2020-07-12 22:23:00,,35,0,Education
336,Click,,2021-03-01 17:42:00,,36,4,Prezzi
337,Click,,2022-02-06 22:17:00,,37,2,Previsionimeteo
338,Click,,2022-06-11 00:06:00,,38,0,Magazzino
339,Click,,2021-07-23 08:00:00,,39,1,Quaderno
340,Click,,2021-03-25 22:49:00,,40,2,Rubrica
341,Click,,2022-10-17 12:54:00,,41,5,Education
342,Click,,2022-12-27 20:14:00,,42,4,Prezzi
343,Click,,2023-07-05 04:07:00,,43,5,Previsionimeteo
344,Click,,2020-10-25 07:22:00,,44,4,Magazzino
345,Click,,2022-04-03 02:46:00,,45,1,Quaderno
346,Click,,2023-11-08 00:18:00,,46,2,Rubrica
347,Click,,2021-09-02 12:39:00,,47,0,Education
348,Click,,2021-07-03 23:26:00,,48,5,Prezzi
349,Click,,2023-09-07 16:10:00,,49,2,Previsionimeteo
350,Click,,2022-04-02 00:22:00,,0,2,Prezzi
351,Click,,2022-05-15 17:02:00,,1,5,Previsionimeteo
352,Click,,2021-06-10 12:40:00,,2,2,Magazzino
353,Click,,2020-09-25 16:04:00,,3,4,Quaderno
354,Click,,2023-04-10 09:21:00,,4,0,Rubrica
355,Click,,2022-01-15 23:33:00,,5,3,Education
356,Click,,2021-02-25 23:07:00,,6,4,Prezzi
357,Click,,2023-10-23 19:14:00,,7,3,Previsionimeteo
358,Click,,2020-09-02 20:19:00,,8,1,Magazzino
359,Click,,2021-10-24 16:02:00,,9,1,Quaderno
360,Click,,2023-11-17 07:25:00,,10,4,Rubrica
361,Click,,2023-07-18 18:18:00,,11,1,Education
362,Click,,2020-12-04 20:33:00,,12,5,Prezzi
363,Click,,2023-02-24 10:48:00,,13,3,Previsionimeteo
364,Click,,2022-06-08 08:16:00,,14,5,Magazzino
365,Click,,2020-09-12 11:37:00,,15,0,Quaderno
366,Click,,2020-03-27 03:46:00,,16,0,Rubrica
367,Click,,2021-11-16 06:31:00,,17,0,Education
368,Click,,2023-02-12 10:28:00,,18,3,Prezzi
369,Click,,2021-07-25 15:56:00,,19,4,Previsionimeteo
370,Click,,2020-08-11 07:00:00,,20,3,Magazzino
371,Click,,2022-11-19 09:12:00,,21,4,Quaderno
372,Click,,2020-10-11 20:50:00,,22,5,Rubrica
373,Click,,2023-05-03 14:34:00,,23,0,Education
374,Click,,2023-09-05 07:59:00,,24,4,Prezzi
375,Click,,2020-09-10 09:50:00,,25,3,Previsionimeteo
376,Click,,2021-10-20 17:14:00,,26,1,Magazzino
377,Click,,2021-11-20 09:44:00,,27,1,Quaderno
378,Click,,2020-05-14 10:41:00,,28,5,Rubrica
379,Click,,2023-05-20 12:03:00,,29,4,Education
380,Click,,2020-09-24 19:50:00,,30,5,Prezzi
381,Click,,2023-09-18 01:11:00,,31,3,Previsionimeteo
382,Click,,2022-08-25 19:47:00,,32,1,Magazzino
383,Click,,2022-11-11 02:49:00,,33,3,Quaderno
384,Click,,2023-08-24 05:57:00,,34,0,Rubrica
385,Click,,2023-11-22 16:20:00,,35,0,Education
386,Click,,2022-06-10 00:21:00,,36,4,Prezzi
387,Click,,2020-01-27 16:20:00,,37,2,Previsionimeteo
388,Click,,2022-01-10 11:40:00,,38,0,Magazzino
389,Click,,2022-07-23 13:48:00,,39,1,Quaderno
390,Click,,2021-03-10 19:51:00,,40,2,Rubrica
391,Click,,2020-06-07 03:09:00,,41,5,Education
392,Click,,2022-07-05 05:49:00,,42,4,Prezzi
393,Click,,2022-02-13 19:29:00,,43,5,Previsionimeteo
394,Click,,2020-06-07 06:32:00,,44,4,Magazzino
395,Click,,2020-09-16 05:47:00,,45,1,Quaderno
396,Click,,2023-04-13 17:29:00,,46,2,Rubrica
397,Click,,2020-03-27 19:32:00,,47,0,Education
398,Click,,2022-01-14 04:16:00,,48,5,Prezzi
399,Click,,2021-03-11 22:29:00,,49,2,Previsionimeteo
400,Click,,2020-02-14 18:04:00,,0,2,Prezzi
401,Click,,2020-02-27 15:25:00,,1,5,Previsionimeteo
402,Click,,2020-09-03 09:35:00,,2,2,Magazzino
403,Click,,2023-03-18 14:56:00,,3,4,Quaderno
404,Click,,2020-06-09 17:03:00,,4,0,Rubrica
405,Click,,2020-07-22 19:46:00,,5,3,Education
406,Click,,2023-05-21 15:44:00,,6,4,Prezzi
407,Click,,2020-08-09 03:19:00,,7,3,Previsionimeteo
408,Click,,2023-10-17 00:54:00,,8,1,Magazzino
409,Click,,2023-07-02 01:10:00,,9,1,Quaderno
410,Click,,2022-03-10 00:44:00,,10,4,Rubrica
411,Click,,2020-05-02 23:52:00,,11,1,Education
412,Click,,2023-01-16 06:42:00,,12,5,Prezzi
413,Click,,2020-12-04 14:13:00,,13,3,Previsionimeteo
414,Click,,2020-01-13 14:41:00,,14,5,Magazzino
415,Click,,2020-07-02 15:42:00,,15,0,Quaderno
416,Click,,2022-04-08 11:05:00,,16,0,Rubrica
417,Click,,2023-11-11 02:26:00,,17,0,Education
418,Click,,2020-01-14 19:31:00,,18,3,Prezzi
419,Click,,2021-09-18 08:27:00,,19,4,Previsionimeteo
420,Click,,2020-10-27 08:11:00,,20,3,Magazzino
421,Click,,2020-08-03 15:37:00,,21,4,Quaderno
422,Click,,2020-04-02 17:46:00,,22,5,Rubrica
423,Click,,2021-08-24 03:14:00,,23,0,Education
424,Click,,2020-06-17 11:09:00,,24,4,Prezzi
425,Click,,2022-06-09 21:56:00,,25,3,Previsionimeteo
426,Click,,2020-09-23 01:59:00,,26,1,Magazzino
427,Click,,2022-08-24 22:31:00,,27,1,Quaderno
428,Click,,2023-07-18 04:04:00,,28,5,Rubrica
429,Click,,2020-05-26 02:17:00,,29,4,Education
430,Click,,2021-09-26 20:01:00,,30,5,Prezzi
431,Click,,2023-09-05 03:47:00,,31,3,Previsionimeteo
432,Click,,2020-02-25 09:25:00,,32,1,Magazzino
433,Click,,2021-05-24 02:20:00,,33,3,Quaderno
434,Click,,2020-04-08 12:14:00,,34,0,Rubrica
435,Click,,2020-05-23 21:59:00,,35,0,Education
436,Click,,2021-10-17 19:58:00,,36,4,Prezzi
437,Click,,2020-07-20 02:08:00,,37,2,Previsionimeteo
438,Click,,2021-01-25 15:20:00,,38,0,Magazzino
439,Click,,2020-03-19 12:48:00,,39,1,Quaderno
440,Click,,2023-01-05 04:46:00,,40,2,Rubrica
441,Click,,2020-09-04 17:14:00,,41,5,Education
442,Click,,2023-10-17 17:07:00,,42,4,Prezzi
443,Click,,2021-11-21 04:21:00,,43,5,Previsionimeteo
444,Click,,2022-08-14 07:51:00,,44,4,Magazzino
445,Click,,2020-11-14 23:25:00,,45,1,Quaderno
446,Click,,2023-02-21 13:04:00,,46,2,Rubrica
447,Click,,2021-10-24 16:55:00,,47,0,Education
448,Click,,2023-02-26 23:34:00,,48,5,Prezzi
449,Click,,2022-12-14 18:42:00,,49,2,Previsionimeteo
450,Click,,2021-10-06 02:41:00,,0,2,Prezzi
451,Click,,2021-09-18 23:24:00,,1,5,Previsionimeteo
452,Click,,2022-09-27 06:30:00,,2,2,Magazzino
453,Click,,2021-02-24 11:34:00,,3,4,Quaderno
454,Click,,2023-11-12 04:13:00,,4,0,Rubrica
455,Click,,2020-07-04 14:09:00,,5,3,Education
456,Click,,2023-08-27 23:48:00,,6,4,Prezzi
457,Click,,2023-02-12 16:38:00,,7,3,Previsionimeteo
458,Click,,2021-05-13 11:26:00,,8,1,Magazzino
459,Click,,2022-01-17 18:32:00,,9,1,Quaderno
460,Click,,2023-05-09 19:24:00,,10,4,Rubrica
461,Click,,2021-11-03 04:43:00,,11,1,Education
462,Click,,2020-05-25 22:45:00,,12,5,Prezzi
